pharmacological_action_name	pharmacological_action_ui	name	ui	entry_term_name	entry_term_ui
Cariostatic Agents	D002327	Tin Fluorides	D014002	Difluorides, Tin	T041070
Cariostatic Agents	D002327	Tin Fluorides	D014002	Tin Difluorides	T041070
Cariostatic Agents	D002327	Tin Fluorides	D014002	Stannous Fluoride	T041069
Cariostatic Agents	D002327	Tin Fluorides	D014002	Fluoride, Stannous	T041069
Cariostatic Agents	D002327	Tin Fluorides	D014002	Fluorides, Stannous	T041069
Cariostatic Agents	D002327	Tin Fluorides	D014002	Stannous Fluorides	T041069
Cariostatic Agents	D002327	Tin Fluorides	D014002	Cav-X	T618553
Cariostatic Agents	D002327	Tin Fluorides	D014002	Floran	T618555
Cariostatic Agents	D002327	Fluorides, Topical	D005460	Topical Fluorides	T016620
Cariostatic Agents	D002327	Tin Fluorides	D014002	Tin Tetrafluoride	T041068
Cariostatic Agents	D002327	Tin Fluorides	D014002	Tetrafluoride, Tin	T041068
Cariostatic Agents	D002327	Tin Fluorides	D014002	Tetrafluorides, Tin	T041068
Cariostatic Agents	D002327	Tin Fluorides	D014002	Tin Tetrafluorides	T041068
Cariostatic Agents	D002327	Tin Fluorides	D014002	Fluoride, Stannic	T041067
Cariostatic Agents	D002327	Fluorides, Topical	D005460	Fluorides, Topical	T016620
Cariostatic Agents	D002327	Sodium Fluoride	D012969	Ossin	T038219
Cariostatic Agents	D002327	Fluorides	D005459	Fluoride	T016617
Cariostatic Agents	D002327	Sodium Fluoride	D012969	Sodium Fluoride	T038220
Cariostatic Agents	D002327	Sodium Fluoride	D012969	Fluoride, Sodium	T038220
Cariostatic Agents	D002327	Sodium Fluoride	D012969	Zymafluor	T038221
Cariostatic Agents	D002327	Sodium Fluoride	D012969	Zymafluors	T038221
Cariostatic Agents	D002327	Sodium Fluoride	D012969	Fluoristat	T790315
Cariostatic Agents	D002327	Sodium Fluoride	D012969	Fluoristats	T790315
Cariostatic Agents	D002327	Sodium Fluoride	D012969	Fluorides, Sodium	T038220
Cariostatic Agents	D002327	Sodium Fluoride	D012969	Sodium Fluorides	T038220
Cariostatic Agents	D002327	Fluorides	D005459	Fluorides	T016618
Caspase Inhibitors	D061945	Baculoviral IAP Repeat-Containing 3 Protein	D000075747	Inhibitor of Apoptosis Protein 1	T000923919
Caspase Inhibitors	D061945	X-Linked Inhibitor of Apoptosis Protein	D051636	X Linked Inhibitor of Apoptosis Protein	T546829
Caspase Inhibitors	D061945	X-Linked Inhibitor of Apoptosis Protein	D051636	X-Linked Inhibitor of Apoptosis Protein	T546829
Caspase Inhibitors	D061945	Neuronal Apoptosis-Inhibitory Protein	D051616	NAIP Protein	T637194
Caspase Inhibitors	D061945	Baculoviral IAP Repeat-Containing 3 Protein	D000075747	BIRC3 Protein	T000923917
Caspase Inhibitors	D061945	Baculoviral IAP Repeat-Containing 3 Protein	D000075747	IAP1 Protein	T627096
Caspase Inhibitors	D061945	Baculoviral IAP Repeat-Containing 3 Protein	D000075747	Baculoviral IAP Repeat Containing 3 Protein	T000923916
Caspase Inhibitors	D061945	Baculoviral IAP Repeat-Containing 3 Protein	D000075747	Inhibitor of Apoptosis 1 Protein	T627095
Caspase Inhibitors	D061945	Baculoviral IAP Repeat-Containing 3 Protein	D000075747	Baculoviral IAP Repeat Containing Protein 3	T000926383
Caspase Inhibitors	D061945	Baculoviral IAP Repeat-Containing 3 Protein	D000075747	Cellular Inhibitor of Apoptosis 2	T000924051
Caspase Inhibitors	D061945	Baculoviral IAP Repeat-Containing 3 Protein	D000075747	Apoptosis-2 Cellular Inhibitor	T000924051
Caspase Inhibitors	D061945	Baculoviral IAP Repeat-Containing 3 Protein	D000075747	Apoptosis Inhibitor 2	T000923918
Caspase Inhibitors	D061945	Baculoviral IAP Repeat-Containing 3 Protein	D000075747	Inhibitor 2, Apoptosis	T000923918
Caspase Inhibitors	D061945	Neuronal Apoptosis-Inhibitory Protein	D051616	Neuronal Apoptosis Inhibitory Protein	T631671
Caspase Inhibitors	D061945	Baculoviral IAP Repeat-Containing 3 Protein	D000075747	Cellular Inhibitor of Apoptosis-2	T000924051
Caspase Inhibitors	D061945	Neuronal Apoptosis-Inhibitory Protein	D051616	Neuronal Apoptosis-Inhibitory Protein	T631671
Caspase Inhibitors	D061945	X-Linked Inhibitor of Apoptosis Protein	D051636	X-Linked IAP Protein	T291900
Caspase Inhibitors	D061945	Baculoviral IAP Repeat-Containing 3 Protein	D000075747	c-IAP2 Protein	T627104
Caspase Inhibitors	D061945	Baculoviral IAP Repeat-Containing 3 Protein	D000075747	cIAP2 Protein	T000923920
Caspase Inhibitors	D061945	Neuronal Apoptosis-Inhibitory Protein	D051616	Apoptosis-Inhibitory Protein, Neuronal	T631671
Caspase Inhibitors	D061945	X-Linked Inhibitor of Apoptosis Protein	D051636	XIAP Protein	T291898
Caspase Inhibitors	D061945	Baculoviral IAP Repeat-Containing 3 Protein	D000075747	Hiap-1 Protein	T000923921
Caspase Inhibitors	D061945	Inhibitor of Apoptosis Proteins	D051034	Inhibitor of Apoptosis Proteins	T627089
Caspase Inhibitors	D061945	Inhibitor of Apoptosis Proteins	D051034	Apoptosis Proteins Inhibitor	T627089
Caspase Inhibitors	D061945	Inhibitor of Apoptosis Proteins	D051034	Inhibitor-Of-Apoptosis Protein	T313560
Caspase Inhibitors	D061945	X-Linked Inhibitor of Apoptosis Protein	D051636	X Linked IAP Protein	T291900
Caspase Inhibitors	D061945	Inhibitor of Apoptosis Proteins	D051034	Inhibitor Of Apoptosis Protein	T313560
Caspase Inhibitors	D061945	Inhibitor of Apoptosis Proteins	D051034	Baculoviral Inhibitor Of Apoptosis Repeat Proteins	T631780
Caspase Inhibitors	D061945	Inhibitor of Apoptosis Proteins	D051034	IAP Repeat Containing Proteins	T000887861
Caspase Inhibitors	D061945	Inhibitor of Apoptosis Proteins	D051034	IAP Protein (Apoptosis)	T410003
Caspase Inhibitors	D061945	Inhibitor of Apoptosis Proteins	D051034	Baculoviral IAP Repeat-Containing 2 Protein	T000924047
Caspase Inhibitors	D061945	Inhibitor of Apoptosis Proteins	D051034	Baculoviral IAP Repeat Containing 2 Protein	T000924047
Caspase Inhibitors	D061945	Inhibitor of Apoptosis Proteins	D051034	Cellular Inhibitor of Apoptosis 1 Protein	T000924049
Caspase Inhibitors	D061945	Inhibitor of Apoptosis Proteins	D051034	IAP2 Protein	T627103
Caspase Inhibitors	D061945	Inhibitor of Apoptosis Proteins	D051034	c-IAP1 Protein	T331369
Caspase Inhibitors	D061945	Inhibitor of Apoptosis Proteins	D051034	cIAP1 Protein	T541118
Caspase Inhibitors	D061945	Inhibitor of Apoptosis Proteins	D051034	Inhibitor of Apoptosis 2 Protein	T627102
Caspase Inhibitors	D061945	Inhibitor of Apoptosis Proteins	D051034	BIRC2 Protein	T000924048
Caspase Inhibitors	D061945	Inhibitor of Apoptosis Proteins	D051034	Baculoviral IAP Repeat Containing Protein 2	T000926384
Caspase Inhibitors	D061945	X-Linked Inhibitor of Apoptosis Protein	D051636	IAP Protein, X-Linked	T291900
Caspase Inhibitors	D061945	Baculoviral IAP Repeat-Containing 3 Protein	D000075747	Baculoviral IAP Repeat-Containing 3 Protein	T000923916
Caspase Inhibitors	D061945	Baculoviral IAP Repeat-Containing 3 Protein	D000075747	Hiap 1 Protein	T000923921
Cathartics	D002400	Cascara	D002362	Cascara	T006820
Cathartics	D002400	Chenodeoxycholic Acid	D002635	Acid, Chenic	T007658
Cathartics	D002400	Bisacodyl	D001726	Bisacodyl	T005034
Cathartics	D002400	Bisacodyl	D001726	Durolax	T622897
Cathartics	D002400	Bisacodyl	D001726	Apo-Bisacodyl	T622907
Cathartics	D002400	Bisacodyl	D001726	Apo Bisacodyl	T622907
Cathartics	D002400	Cascara	D002362	Sacred Bark	T006823
Cathartics	D002400	Cascara	D002362	Cascara Sagrada	T006822
Cathartics	D002400	Emetine	D004640	Emetine Hydrochloride	T014166
Cathartics	D002400	Emetine	D004640	Emetine	T014163
Cathartics	D002400	Sorbitol	D013012	Sorbitol	T038354
Cathartics	D002400	Emodin	D004642	Archin	T014187
Cathartics	D002400	Senna Extract	D012676	Extract, Senna	T444573
Cathartics	D002400	Senna Extract	D012676	Senna Extract	T444573
Cathartics	D002400	Emodin	D004642	Frangulic Acid	T014190
Cathartics	D002400	Emodin	D004642	Emodin, Rheum	T014191
Cathartics	D002400	Emodin	D004642	Rheum Emodin	T014191
Cathartics	D002400	Cascara	D002362	Casanthranol	T006824
Cathartics	D002400	Emodin	D004642	Emodin	T014188
Cathartics	D002400	Emetine	D004640	Emetine Dihydrochloride	T360626
Cathartics	D002400	Emetine	D004640	Hydrochloride, Emetine	T014166
Cathartics	D002400	Bisacodyl	D001726	Bekunis Bisacodyl	T622909
Cathartics	D002400	Emetine	D004640	Ipecine	T014164
Cathartics	D002400	Oxyphenisatin Acetate	D010114	Phenolisatin	T029920
Cathartics	D002400	Oxyphenisatin Acetate	D010114	Oxyphenisatine	T029916
Cathartics	D002400	Emetine	D004640	Methylcephaeline	T014165
Cathartics	D002400	Emetine	D004640	Dihydrochloride, Emetine	T360626
Cathartics	D002400	Bisacodyl	D001726	Bisacodyl, Bekunis	T622909
Cathartics	D002400	Bisacodyl	D001726	Lünolax	T623823
Cathartics	D002400	Bisacodyl	D001726	Bisac-Evac	T622913
Cathartics	D002400	Bisacodyl	D001726	Bisacodyl, Fleet	T623239
Cathartics	D002400	Bisacodyl	D001726	Laxagetten	T623241
Cathartics	D002400	Bisacodyl	D001726	Laxanin	T623243
Cathartics	D002400	Bisacodyl	D001726	Laxans-ratiopharm	T623245
Cathartics	D002400	Bisacodyl	D001726	Laxans ratiopharm	T623245
Cathartics	D002400	Bisacodyl	D001726	Laxbene	T623248
Cathartics	D002400	Bisacodyl	D001726	Laxysat Bürger	T623821
Cathartics	D002400	Bisacodyl	D001726	Florisan N	T622898
Cathartics	D002400	Bisacodyl	D001726	ratio-Bisacodyl	T623246
Cathartics	D002400	Bisacodyl	D001726	ratio Bisacodyl	T623246
Cathartics	D002400	Bisacodyl	D001726	Dulco-lax perles	T622899
Cathartics	D002400	Bisacodyl	D001726	Dulco lax perles	T622899
Cathartics	D002400	Bisacodyl	D001726	Dulcolax perles	T622899
Cathartics	D002400	Bisacodyl	D001726	Rytmil	T623819
Cathartics	D002400	Bisacodyl	D001726	Agaroletten	T622903
Cathartics	D002400	Bisacodyl	D001726	Fleet Bisacodyl	T623239
Cathartics	D002400	Bisacodyl	D001726	Dulco Lax	T622900
Cathartics	D002400	Bisacodyl	D001726	Dulco-Lax	T622900
Cathartics	D002400	Bisacodyl	D001726	Dulcolax	T005035
Cathartics	D002400	Bisacodyl	D001726	Bisac Evac	T622913
Cathartics	D002400	Bisacodyl	D001726	Bisacodyl Tannex	T005036
Cathartics	D002400	Bisacodyl	D001726	Tannex, Bisacodyl	T005036
Cathartics	D002400	Bisacodyl	D001726	Bisacodyl Uniserts	T622917
Cathartics	D002400	Bisacodyl	D001726	Uniserts, Bisacodyl	T622917
Cathartics	D002400	Bisacodyl	D001726	Ulcolax	T623817
Cathartics	D002400	Oxyphenisatin Acetate	D010114	Diasatine	T029918
Cathartics	D002400	Bisacodyl	D001726	Bicol	T622911
Cathartics	D002400	Oxyphenisatin Acetate	D010114	Acetfenolisatin	T029917
Cathartics	D002400	Oxyphenisatin Acetate	D010114	Oxyphenisatin Acetate	T029919
Cathartics	D002400	Bisacodyl	D001726	Bisalax	T622915
Cathartics	D002400	Bisacodyl	D001726	Bisco-Lax	T622919
Cathartics	D002400	Bisacodyl	D001726	Bisco Lax	T622919
Cathartics	D002400	Sorbitol	D013012	Glucitol	T038353
Cathartics	D002400	Bisacodyl	D001726	Bisco-Zitron	T622921
Cathartics	D002400	Bisacodyl	D001726	Bisco Zitron	T622921
Cathartics	D002400	Oxyphenisatin Acetate	D010114	Acetate, Oxyphenisatin	T029919
Cathartics	D002400	Sorbitol	D013012	Yal	T618443
Cathartics	D002400	Senna Extract	D012676	Sennosides	T799105
Cathartics	D002400	Sorbitol	D013012	klysma Sorbit	T618437
Cathartics	D002400	Poloxalene	D011060	Proxanol	T032516
Cathartics	D002400	Chenodeoxycholic Acid	D002635	Chenodeoxycholate, Sodium	T007664
Cathartics	D002400	Chenodeoxycholic Acid	D002635	Quenocol	T624989
Cathartics	D002400	Sorbitol	D013012	Sorbilax	T618441
Cathartics	D002400	Chenodeoxycholic Acid	D002635	Quenobilan	T624987
Cathartics	D002400	Poloxalene	D011060	Bloat Guard	T032509
Cathartics	D002400	Poloxalene	D011060	SK&F18667	T032513
Cathartics	D002400	Poloxalene	D011060	SK&F 18667	T032513
Cathartics	D002400	Psyllium	D011620	Psyllium	T034310
Cathartics	D002400	Psyllium	D011620	Metamucil	T034308
Cathartics	D002400	Psyllium	D011620	Plantaglucide	T034309
Cathartics	D002400	Psyllium	D011620	Ispaghule Gum	T034312
Cathartics	D002400	Psyllium	D011620	Gum, Ispaghule	T034312
Cathartics	D002400	Poloxalene	D011060	SK&F-18667	T032513
Cathartics	D002400	Poloxalene	D011060	Polymer, Oxyethylene Oxypropylene	T032510
Cathartics	D002400	Poloxalene	D011060	Oxypropylene Polymer, Oxyethylene	T032510
Cathartics	D002400	Poloxalene	D011060	Oxyethylene Oxypropylene Polymer	T032510
Cathartics	D002400	Poloxalene	D011060	Tergitol	T032517
Cathartics	D002400	Poloxalene	D011060	Polyoxyethylene Polyoxypropylene Polyoxyethylene Polymer	T032512
Cathartics	D002400	Poloxalene	D011060	Therabloat	T032514
Cathartics	D002400	Chenodeoxycholic Acid	D002635	Sodium Chenodeoxycholate	T007664
Cathartics	D002400	Chenodeoxycholic Acid	D002635	Chenic Acid	T007658
Cathartics	D002400	Chenodeoxycholic Acid	D002635	Henohol	T007662
Cathartics	D002400	Oxyphenisatin Acetate	D010114	Dioxyphenylisatin	T029914
Cathartics	D002400	Chenodeoxycholic Acid	D002635	Chenodiol	T007660
Cathartics	D002400	Chenodeoxycholic Acid	D002635	Chenodeoxycholate	T007665
Cathartics	D002400	Chenodeoxycholic Acid	D002635	Chenique Acid	T007663
Cathartics	D002400	Chenodeoxycholic Acid	D002635	Acid, Chenodeoxycholic	T007659
Cathartics	D002400	Chenodeoxycholic Acid	D002635	Chenofalk	T007666
Cathartics	D002400	Chenodeoxycholic Acid	D002635	Chenophalk	T007667
Cathartics	D002400	Chenodeoxycholic Acid	D002635	Chenodeoxycholic Acid	T007659
Cathartics	D002400	Castor Oil	D002368	Oil, Castor	T006855
Cathartics	D002400	Castor Oil	D002368	Castor Oil	T006855
Cathartics	D002400	Chenodeoxycholic Acid	D002635	Acid, Gallodesoxycholic	T007661
Cathartics	D002400	Chenodeoxycholic Acid	D002635	Gallodesoxycholic Acid	T007661
Cathartics	D002400	Chenodeoxycholic Acid	D002635	Acid, Chenique	T007663
Cathartics	D002400	Oxyphenisatin Acetate	D010114	Isocrin	T613158
Cathartics	D002400	Oxyphenisatin Acetate	D010114	Oxyphenisatin	T029915
Cathartics	D002400	Poloxalene	D011060	Poloxalene 2930	T032515
Cathartics	D002400	Poloxalene	D011060	Poloxalene	T032511
Cathartics	D002400	Chenodeoxycholic Acid	D002635	Chenix	T007668
Cathartics	D002400	Psyllium	D011620	Plantago Seed	T034313
Cathartics	D002400	Sorbitol	D013012	Medevac	T618439
Cathartics	D002400	Emodin	D004642	Emodin, Frangula	T014189
Cathartics	D002400	Psyllium	D011620	Seed, Plantago	T034313
Cathartics	D002400	Psyllium	D011620	Ispaghula	T034314
Cathartics	D002400	Psyllium	D011620	Isogel	T034307
Cathartics	D002400	Emodin	D004642	Frangula Emodin	T014189
Cathartics	D002400	Phenolphthaleins	D010635	Phenolphthaleins	T031416
Cathartics	D002400	Psyllium	D011620	Reguval	T034311
Caustics	D002424	Trichloroacetic Acid	D014238	Trichloroacetic Acid	T041708
Caustics	D002424	Trichloroacetic Acid	D014238	Sodium Trichloroacetate	T041707
Caustics	D002424	Trichloroacetic Acid	D014238	Acide trichloracetique	T669843
Caustics	D002424	Podophyllin	D011033	Podophyllum Resin	T032445
Caustics	D002424	Potassium Dichromate	D011192	Potassium Bichromate	T032965
Caustics	D002424	Potassium Dichromate	D011192	Bichromate, Potassium	T032965
Caustics	D002424	Potassium Dichromate	D011192	K2Cr2O7	T032964
Caustics	D002424	Podophyllin	D011033	Resin, Podophyllum	T032445
Caustics	D002424	Trichloroacetic Acid	D014238	Trichloroacetate, Rubidium	T041706
Caustics	D002424	Trichloroacetic Acid	D014238	Rubidium Trichloroacetate	T041706
Caustics	D002424	Trichloroacetic Acid	D014238	Trichloroacetate, Sodium	T041707
Caustics	D002424	Potassium Dichromate	D011192	Potassium Dichromate	T032963
Caustics	D002424	Potassium Dichromate	D011192	Dichromate, Potassium	T032963
Caustics	D002424	Trichloroacetic Acid	D014238	Acid, Trichloroacetic	T041708
Caustics	D002424	Sodium Hydroxide	D012972	Soda, Caustic	T038236
Caustics	D002424	Podophyllin	D011033	Podophyllin	T032444
Caustics	D002424	Sodium Hydroxide	D012972	Sodium Hydroxide	T038235
Caustics	D002424	Lye	D008191	Lye	T024412
Caustics	D002424	Sodium Hydroxide	D012972	Hydroxide, Sodium	T038235
Caustics	D002424	Sodium Hydroxide	D012972	Caustic Soda	T038236
Caustics	D002424	Trichloroacetic Acid	D014238	trichloracetique, Acide	T669843
Central Nervous System Depressants	D002492	Melatonin	D008550	Melatonin	T025444
Central Nervous System Depressants	D002492	Ethanol	D000431	Alcohol, Ethyl	T001293
Central Nervous System Depressants	D002492	Ethanol	D000431	Alcohol, Grain	T001295
Central Nervous System Depressants	D002492	Ethanol	D000431	Grain Alcohol	T001295
Central Nervous System Depressants	D002492	Ethanol	D000431	Alcohol, Absolute	T001296
Central Nervous System Depressants	D002492	Ethanol	D000431	Ethanol	T001294
Central Nervous System Depressants	D002492	Ethanol	D000431	Absolute Alcohol	T001296
Central Nervous System Depressants	D002492	Ethanol	D000431	Ethyl Alcohol	T001293
Central Nervous System Stimulants	D000697	Methylphenidate	D008774	Phenidylate	T026152
Central Nervous System Stimulants	D000697	Doxapram	D004315	Dopram	T013186
Central Nervous System Stimulants	D000697	Methylphenidate	D008774	Tsentedrin	T026153
Central Nervous System Stimulants	D000697	Doxapram	D004315	Doxapram Hydrochloride	T013185
Central Nervous System Stimulants	D000697	Mazindol	D008454	AN448	T025111
Central Nervous System Stimulants	D000697	Mazindol	D008454	Sanorex	T025114
Central Nervous System Stimulants	D000697	Mazindol	D008454	Sanjorex	T025117
Central Nervous System Stimulants	D000697	Methylphenidate	D008774	Ritalin SR	T614200
Central Nervous System Stimulants	D000697	Methylphenidate	D008774	Ritalin-SR	T614200
Central Nervous System Stimulants	D000697	Methylphenidate	D008774	Ritaline	T614197
Central Nervous System Stimulants	D000697	Doxapram	D004315	Doxapram	T013184
Central Nervous System Stimulants	D000697	Methylphenidate	D008774	Centedrin	T026155
Central Nervous System Stimulants	D000697	Doxapram	D004315	Docatone	T615156
Central Nervous System Stimulants	D000697	Methylphenidate	D008774	Ritalin	T026154
Central Nervous System Stimulants	D000697	Doxapram	D004315	Hydrochloride, Doxapram	T013185
Central Nervous System Stimulants	D000697	Methylphenidate	D008774	Concerta	T851216
Central Nervous System Stimulants	D000697	Methylphenidate	D008774	Methylin	T614205
Central Nervous System Stimulants	D000697	Ephedrine	D004809	Ephedrine	T014666
Central Nervous System Stimulants	D000697	Mazindol	D008454	Teronak	T025115
Central Nervous System Stimulants	D000697	Ephedrine	D004809	Hydrochloride, Ephedrine	T621384
Central Nervous System Stimulants	D000697	Ephedrine	D004809	Ephedrine Hydrochloride	T621384
Central Nervous System Stimulants	D000697	Ephedrine	D004809	Sulfate, Ephedrine	T621387
Central Nervous System Stimulants	D000697	Ephedrine	D004809	Ephedrine Sulfate	T621387
Central Nervous System Stimulants	D000697	Ephedrine	D004809	SalPhedrine	T621388
Central Nervous System Stimulants	D000697	Methylphenidate	D008774	Equasym	T614203
Central Nervous System Stimulants	D000697	Ephedrine	D004809	Ephedrine Renaudin	T621385
Central Nervous System Stimulants	D000697	Dexmethylphenidate Hydrochloride	D064699	XR, Focalin	T000877502
Central Nervous System Stimulants	D000697	Ephedrine	D004809	Renaudin, Ephedrine	T621385
Central Nervous System Stimulants	D000697	Dexmethylphenidate Hydrochloride	D064699	Dexmethylphenidate	T708085
Central Nervous System Stimulants	D000697	Dexmethylphenidate Hydrochloride	D064699	Focalin	T708087
Central Nervous System Stimulants	D000697	Ephedrine	D004809	Sal-Phedrine	T621388
Central Nervous System Stimulants	D000697	Dexmethylphenidate Hydrochloride	D064699	Focalin XR	T000877502
Central Nervous System Stimulants	D000697	Mazindol	D008454	AN-448	T025111
Central Nervous System Stimulants	D000697	Dexmethylphenidate Hydrochloride	D064699	Hydrochloride, Dexmethylphenidate	T708086
Central Nervous System Stimulants	D000697	Ephedrine	D004809	Ephedrine Erythro Isomer	T683552
Central Nervous System Stimulants	D000697	Methylphenidate	D008774	Hydrochloride, Methylphenidate	T026156
Central Nervous System Stimulants	D000697	Methylphenidate	D008774	Methylphenidate Hydrochloride	T026156
Central Nervous System Stimulants	D000697	Picrotoxin	D010852	Picrotoxin	T031998
Central Nervous System Stimulants	D000697	Methylphenidate	D008774	Metadate	T614202
Central Nervous System Stimulants	D000697	Methylphenidate	D008774	Methylphenidate	T026151
Central Nervous System Stimulants	D000697	Methylphenidate	D008774	Daytrana	T686057
Central Nervous System Stimulants	D000697	Ephedrine	D004809	Erythro Isomer of Ephedrine	T683552
Central Nervous System Stimulants	D000697	Mazindol	D008454	Mazindol	T025113
Central Nervous System Stimulants	D000697	Mazindol	D008454	Mazindole	T025116
Central Nervous System Stimulants	D000697	Mazindol	D008454	Mazanor	T025112
Central Nervous System Stimulants	D000697	Mazindol	D008454	Solucaps	T612914
Central Nervous System Stimulants	D000697	Mazindol	D008454	Teronac	T025118
Central Nervous System Stimulants	D000697	Dexmethylphenidate Hydrochloride	D064699	Dexmethylphenidate Hydrochloride	T708086
Central Nervous System Stimulants	D000697	Ephedrine	D004809	Sal Phedrine	T621388
Central Nervous System Stimulants	D000697	Lisdexamfetamine Dimesylate	D000069478	Lis-dexamfetamine Dimesylate	T000880327
Central Nervous System Stimulants	D000697	Phenmetrazine	D010633	Hydrochloride, Phenmetrazine	T031406
Central Nervous System Stimulants	D000697	Lisdexamfetamine Dimesylate	D000069478	Lis dexamfetamine Dimesylate	T000880327
Central Nervous System Stimulants	D000697	Phenmetrazine	D010633	Phenmetrazine	T031403
Central Nervous System Stimulants	D000697	Phenmetrazine	D010633	Oxazimedrine	T031401
Central Nervous System Stimulants	D000697	Phenmetrazine	D010633	Fenmetrazin	T031404
Central Nervous System Stimulants	D000697	Phenmetrazine	D010633	Defenmetrazin	T031400
Central Nervous System Stimulants	D000697	Phenmetrazine	D010633	Phenmetraline	T031402
Central Nervous System Stimulants	D000697	Phenmetrazine	D010633	Preludin	T031405
Central Nervous System Stimulants	D000697	Phenmetrazine	D010633	Phenmetrazine Hydrochloride	T031406
Central Nervous System Stimulants	D000697	Lisdexamfetamine Dimesylate	D000069478	Vyvanse	T691899
Central Nervous System Stimulants	D000697	Amphetamine	D000661	Levoamphetamine	T001996
Central Nervous System Stimulants	D000697	Amphetamine	D000661	levo Amphetamine	T001998
Central Nervous System Stimulants	D000697	Amphetamine	D000661	levo-Amphetamine	T001998
Central Nervous System Stimulants	D000697	Amphetamine	D000661	l Amphetamine	T001997
Central Nervous System Stimulants	D000697	Amphetamine	D000661	l-Amphetamine	T001997
Central Nervous System Stimulants	D000697	Amphetamine	D000661	Amphetamine Sulfate (2:1)	T361499
Central Nervous System Stimulants	D000697	Amphetamine	D000661	Sulfate, Amphetamine	T001999
Central Nervous System Stimulants	D000697	Amphetamine	D000661	Amphetamine Sulfate	T001999
Central Nervous System Stimulants	D000697	Amphetamine	D000661	Thyramine	T001994
Central Nervous System Stimulants	D000697	Amphetamine	D000661	Mydrial	T001991
Central Nervous System Stimulants	D000697	Methamphetamine	D008694	Methamphetamine	T025861
Central Nervous System Stimulants	D000697	Methamphetamine	D008694	Desoxyephedrine	T025860
Central Nervous System Stimulants	D000697	Methamphetamine	D008694	Metamfetamine	T025864
Central Nervous System Stimulants	D000697	Methamphetamine	D008694	Methylamphetamine	T025862
Central Nervous System Stimulants	D000697	Pemoline	D010389	PemADD	T613442
Central Nervous System Stimulants	D000697	Pemoline	D010389	Cylert	T613440
Central Nervous System Stimulants	D000697	Pemoline	D010389	Magnesium, Pemoline	T030654
Central Nervous System Stimulants	D000697	Pemoline	D010389	Pemoline Magnesium	T030654
Central Nervous System Stimulants	D000697	Pemoline	D010389	Compounds, Pemoline	T030653
Central Nervous System Stimulants	D000697	Pemoline	D010389	Pemoline Compounds	T030653
Central Nervous System Stimulants	D000697	Pemoline	D010389	Tradon	T613444
Central Nervous System Stimulants	D000697	Pemoline	D010389	Phenoxazole	T030651
Central Nervous System Stimulants	D000697	Pemoline	D010389	Phenylisohydantoin	T030652
Central Nervous System Stimulants	D000697	Amphetamine	D000661	Fenamine	T001990
Central Nervous System Stimulants	D000697	Pemoline	D010389	Pemoline	T030650
Central Nervous System Stimulants	D000697	Harmaline	D006246	Harmidine	T018926
Central Nervous System Stimulants	D000697	Harmaline	D006246	Dihydroharmine	T018924
Central Nervous System Stimulants	D000697	Methamphetamine	D008694	Hydrochloride, Methamphetamine	T025865
Central Nervous System Stimulants	D000697	Methamphetamine	D008694	Methamphetamine Hydrochloride	T025865
Central Nervous System Stimulants	D000697	Methamphetamine	D008694	Madrine	T613911
Central Nervous System Stimulants	D000697	Methamphetamine	D008694	Desoxyn	T613909
Central Nervous System Stimulants	D000697	Methamphetamine	D008694	Deoxyephedrine	T025859
Central Nervous System Stimulants	D000697	Methamphetamine	D008694	N Methylamphetamine	T025863
Central Nervous System Stimulants	D000697	Methamphetamine	D008694	N-Methylamphetamine	T025863
Central Nervous System Stimulants	D000697	Harmaline	D006246	Harmaline	T018925
Central Nervous System Stimulants	D000697	Bemegride	D001534	Bemegride	T004446
Central Nervous System Stimulants	D000697	Amphetamine	D000661	Centramina	T506563
Central Nervous System Stimulants	D000697	Amphetamine	D000661	Desoxynorephedrin	T001989
Central Nervous System Stimulants	D000697	Dextroamphetamine	D003913	Dextro Amphetamine Sulfate	T011701
Central Nervous System Stimulants	D000697	Nikethamide	D009552	Coramine	T028467
Central Nervous System Stimulants	D000697	Nikethamide	D009552	Coramin	T028474
Central Nervous System Stimulants	D000697	Nikethamide	D009552	Cordiamine	T028468
Central Nervous System Stimulants	D000697	Nikethamide	D009552	Diethylamide, Nicotinic	T028471
Central Nervous System Stimulants	D000697	Nikethamide	D009552	Nicotinic Diethylamide	T028471
Central Nervous System Stimulants	D000697	Nikethamide	D009552	Corethamid	T028469
Central Nervous System Stimulants	D000697	Nikethamide	D009552	Nizethamid	T028473
Central Nervous System Stimulants	D000697	Nikethamide	D009552	Nicethamide	T028475
Central Nervous System Stimulants	D000697	Nikethamide	D009552	Diethylnicotinamid	T028470
Central Nervous System Stimulants	D000697	Nikethamide	D009552	Nikethamide	T028472
Central Nervous System Stimulants	D000697	Phentermine	D010645	Phentermine	T031459
Central Nervous System Stimulants	D000697	Phentermine	D010645	Duromine	T031457
Central Nervous System Stimulants	D000697	Phentermine	D010645	Phentermine Hydrochloride	T031460
Central Nervous System Stimulants	D000697	Phentermine	D010645	Hydrochloride, Phentermine	T031460
Central Nervous System Stimulants	D000697	Phentermine	D010645	Adipex-P	T031456
Central Nervous System Stimulants	D000697	Phentermine	D010645	Adipex P	T031456
Central Nervous System Stimulants	D000697	Phentermine	D010645	AdipexP	T031456
Central Nervous System Stimulants	D000697	Phentermine	D010645	Ionamine	T031458
